,Content,Query Name,Title,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1
4338,"Death rates from cancer have been dropping by an average of 2.1 percent a year recently in the United States, a near doubling of decreases that began in 1993, researchers are reporting. ",cancer,U.S. Cancer Death Rates Are Found to Be Falling ,4338.0,1031.0,,
4339,"For the first time, researchers have decoded all the genes of a person with cancer and found a set of mutations that may have caused the disease or aided its progression.",cancer,Scientists decode set of cancer genes,4339.0,1032.0,,
4340," Medicare confirmed on Thursday that it would pay for Provenge, the prostate cancer drug whose $93,000 price had set off debate about the cost of cancer treatments.",cancer,Medicare Will Pay for Prostate Cancer Drug,4340.0,1033.0,,
4341,"Sunlight and the sound of traffic from Fort Hamilton Parkway streamed through the windows of Beata Bien’s second-floor studio apartment on a recent morning in Bay Ridge, Brooklyn. The rays illuminated the tears in her green eyes and the pink Hello Kitty decorations adorning the small room.",cancer,"Facing Cancer and Financial Burdens, an Immigrant Finds Aid",4341.0,1034.0,,
4342,"Like the other women in my cancer support group, I have been trying to salvage aspects of the person I had been before the diagnosis.",cancer,Living With Cancer: Bedtime Issues,4342.0,1035.0,,
4343,The Cytyc Corporation said this week that the Food and Drug Administration had cleared its Thinprep 2000 system for cervical cancer screening.,cancer,Approval Given For Cancer Test,4343.0,1036.0,,
4344,"The term can come as a rude surprise. Cancer survivor. How can it be that the moment you receive a diagnosis you get that tag? What if you only live for a day, or even just a few hours? That's being a survivor?",cancer,"In One Word, an Entire Debate on Cancer",4344.0,1037.0,,
4345,"The nearly 240,000 men in the United States who will learn they have prostate cancer this year have one more thing to worry about: Are their doctors making treatment decisions on the basis of money as much as medicine?",cancer,Profit and Questions on Prostate Cancer Therapy,4345.0,1038.0,,
4346,"From the shock of the cancer diagnosis onward, depression can take its well-documented toll on patients. Even patients who appear to pack away their fears during the grinding treatment journey to becoming cancer-free concede that when the regimen ends, they unspool emotionally. ",cancer,Anxiety Lingers Long After Cancer,4346.0,1039.0,,
4347,"TOKYO  Seiji Ozawa, the Japanese conductor, said Thursday that he has esophageal cancer and will cancel his concerts for the next six months to focus on treatment.",cancer,Ozawa Discloses Cancer and Cancels Concerts for 6 Months,4347.0,1040.0,,
4348,"Women with lung cancer survive slightly longer than men with the disease, respond differently to at least one cancer drug and show higher levels of tobacco-induced genetic damage in their lungs, researchers are reporting today.",cancer,Lung Cancer Affects Sexes Differently,4348.0,1041.0,,
4349,"''The Journey Through Cancer'' by Dr. Jeremy Geffen (Crown Publishers, 2000).",cancer,A Doctor Redefines Traditional Cancer Care,4349.0,1042.0,,
4350,Scientists have long known that increasing age is the strongest risk for a diagnosis of late-stage cervical cancer. Now a new study suggests that the next strongest risk is the patient’s insurance status.,cancer,Insurance Sways Risk of Cancer Diagnosis,4350.0,1043.0,,
4351,"Last week, I wrote a column and a related blog post about women who started businesses that were inspired by their experience with breast cancer. The column and post generated a lot of discussion, and I wanted to share some of that here.",cancer,Revisiting Breast Cancer’s Effect on Careers,4351.0,1044.0,,
4352,"One-fifth of American women ages 50 to 74 have fallen behind on mammography screenings for breast cancer, the Centers for Disease Control and Prevention are reporting.",cancer,Screening: Gaps Found in Breast Cancer Testing,4352.0,1045.0,,
4353,"We commonly assume that cancer afflicts the aging or aged, but approximately 16 percent of breast cancer deaths involve women under the age of 50. How can or should an alarming death sentence be confronted in midlife? The personal challenges posed by incurable disease unfold in an absorbing documentary about movie-making, “A Woman Like Me,” which opened in New York in October and became available on Netflix this January.",cancer,Living With Cancer: A Woman Like Me,4353.0,1046.0,,
4354,"In 1990 Wendy Schlessel Harpham was a 36-year-old family physician and mother of three young children -- Rebecca, 6, Jessica, 4, and William, almost 2 -- when she learned that the swollen lymph nodes in her groin were malignant, an indolent form of a cancer called non-Hodgkin's lymphoma, or NHL, for which there was no known cure.",cancer,Fighting Back Against Lymphatic Cancer,4354.0,1047.0,,
4355,"An experimental vaccine has proved highly effective at preventing cervical cancer in a two-year study involving more than 12,000 women, researchers reported yesterday.",cancer,Vaccine Prevents Most Cervical Cancer,4355.0,1048.0,,
4356,"Young black women with breast cancer are more prone than white or older black women to develop a type of tumor with genetic traits that make it especially deadly and hard to treat, a study has found. ",cancer,Young Black Women Prone to Deadly Cancer,4356.0,1049.0,,
4357,"Nancy G. Brinker, the founder of Susan G. Komen for the Cure, will leave her post as chief executive, and its president will resign, the group announced on Wednesday in the most significant leadership shake-up to follow its short-lived attempt to cut financing for breast cancer services provided by Planned Parenthood.",cancer,Breast Cancer Group Changes Leaders,4357.0,1050.0,,
4358,"On an assignment in Uganda reporting on early breast cancer detection, Lynsey Addario photographed a cancer ward that serves four countries — as the region is scarce of expertise and supplies.",cancer,Breast Cancer as Death Sentence in Uganda,4358.0,1051.0,,
4359,"A week or so after a procedure, I found a sticker on my body. Not a Disney sticker or a Dora the Explorer sticker, put there maybe by a godchild or nephew, but a 1 1/4-by-1-inch white rectangle with a steel nipple at the center. ",cancer,Living With Cancer: Seeking Intimacy,4359.0,1052.0,,
4360,"After years of treatment and two relapses of acute lymphoblastic leukemia, Dr. Lukas Wartman had exhausted all conventional approaches to his disease. A group at Washington University in St. Louis spent a month decoding his genetic information, a process called whole genome sequencing, in hopes of determining the genetic cause of his leukemia. The team found an overactive gene that was treatable with a drug for advanced kidney cancer. Here is how the process works.",cancer,Searching for a Cancer’s Vulnerable Target,4360.0,1053.0,,
4361,"Every Sunday evening, I phone a friend in another college town who has not yet found a cancer support group in her community. Let’s call her Melanie. Melanie had recovered from surgery and completed chemotherapy. Physically, she had gained strength. Yet she continued to feel overwhelmed by negative thoughts. ",cancer,Living With Cancer: Finding Calm in the Storm,4361.0,1054.0,,
4362,"Every week, New York Times editor Dana Jennings shares his experiences coping with prostate cancer.   By Dana Jennings   I have prostate cancer, and sometimes I get mad. Not upset. Not annoyed. Not nettled. Mad. This isn't mere ""why me"" moaning. My rage is pure and primal, like that of a wolf caught in a steel trap.   (Photo: Dana Jennings. (Lonnie Schlein/The New York Times))   My anger, though, doesn't arrive when and where you'd think it would. Gliding into the radiation machine, getting a hormone shot and wearing mini-man-pads don't set me off. It's smaller, less expected, things, like a fellow customer being mean and rude to the server behind the counter at Starbucks, or a car busting a red light as I walk to my New York office.   That kind of behavior has always bothered me on some level. But since I learned that I have cancer, I react differently. I've walked the streets of New York for decades, and not thought twice about the cars that run red lights and nearly nail me and other pedestrians. It's a fact of life in the big city, like rats on the subway tracks. I used to shrug and keep walking.   Prostate Cancer Journal  One Man's Story ",cancer,Getting Angry About Prostate Cancer,4362.0,1055.0,,
4363,,cancer,Stem cells: A route to cancer's source?,4363.0,1056.0,,
4364,Women in the sunniest countries seem to get endometrial cancer less often than those who live far from the equator.,cancer,Prevention: Sun May Lower Risk of Endometrial Cancer,4364.0,1057.0,,
4365,"Cancer patients often talk about the right and wrong things to say to someone with the disease. Well-meaning friends and family members might describe cancer patients as upbeat, strong and ready for battle, but patients themselves are often annoyed by the metaphor. ",cancer,Does Cancer Make You Strong?,4365.0,1058.0,,
4366,A new study reports that overweight men with advanced prostate cancer seem not to live as long as those with normal body mass. ,cancer,Regimens: Weight Found to Affect Prostate Cancer Outcome,4366.0,1059.0,,
4367,"Like all the Giants' coaches, their new offensive line coach, Pat Flaherty, had a routine physical provided by the team when he joined Tom Coughlin's staff. But the results were anything but routine.",cancer,A Giants Assistant Has Cancer,4367.0,1060.0,,
4368,"CHICAGO — A commonly used drug can help young women with breast cancer retain the ability to have babies, apparently protecting their ovaries from the damage caused by chemotherapy, researchers reported here on Friday.",cancer,Drug Saves Fertility for Women With Cancer,4368.0,1061.0,,
4369,"WIMBLEDON, England  Martina Navratilova arrived here, at the tennis tournament where she won nine singles titles, free in every sense that mattered. Free of cancer. Free of the radiation treatments she had before, during and after the French Open. Free to resume the life the diagnosis briefly, and only slightly, interrupted.",cancer,"After Facing Cancer, Navratilova Is Eyeing the Next Mountain",4369.0,1062.0,,
4370,"Hillary Rodham Clinton's campaign began televising this 30-second advertisement, ''Marie K.,'' in the New York City area on Saturday.",cancer,Lazio's Breast Cancer Efforts Assessed,4370.0,1063.0,,
4371,"Despite good news about my cancer treatment, it has been a hard winter, so I am looking forward to Passover. By retelling the story of the Jewish people’s escape from slavery in Egypt, the Haggadah — the text recited at the annual Seder — celebrates deliverance and springtime renewal. How would its rituals and prayers resonate for me this year, when cancer concerns were unexpectedly supplanted by other tribulations? ",cancer,"A Bittersweet Passover: Cancer, Remission and Change",4371.0,1064.0,,
4372,THE FACTS ,cancer,The Claim: Tattoos Can Increase the Risk of Skin Cancer,4372.0,1065.0,,
4373,"“A diagnosis of advanced cancer is usually difficult for you and your family,” the booklet says.  There’s an understatement.",cancer,When the Battle With Cancer Can’t Be Won,4373.0,1066.0,,
4374,"FOR the last seven years that Kairol Rosenthal, 35, has battled thyroid cancer with hormone pills, radiation, surgery and grit, she has had to contend with 101-degree fevers, heart palpitations and a lack of appetite so pronounced she has to force herself to eat.",cancer,Cancer-Specific Products: An Unnecessary Balm?,4374.0,1067.0,,
4375,ONE RENEGADE CELL,cancer,The Cancer Battle: A Revolution Still in Progress,4375.0,1068.0,,
4376,"In June, after completing treatment for an early breast cancer, I sought genetic counseling. I opted to have my blood tested, to find out whether my cancer might have been inherited, the result of a mutation in one of the two known tumor suppressor genes, BRCA-1 and BRCA-2.",cancer,Choosing to Test for Cancer's Genetic Link,4376.0,1069.0,,
4377,"Updated findings from one of the largest studies of prostate cancer screening show that the commonly used P.S.A. blood test did not save lives, although questions remain about whether younger men or those at very high risk for the disease might benefit.",cancer,Prostate Cancer Screening Shows No Benefit,4377.0,1070.0,,
4378,"What does it take to get smokers to give up the habit? For some, not even lung cancer surgery does the trick.",cancer,Addictions: Smoking Again After Lung Cancer Surgery,4378.0,1071.0,,
4379,ATLANTA — Former President Jimmy Carter announced on Wednesday that he had been given a diagnosis of a spreading cancer that was detected by recent liver surgery.,cancer,Former President Jimmy Carter Says He Has Cancer,4379.0,1072.0,,
4380,"Alarmed by the rapid escalation in the price of cancer drugs, the nation’s leading oncology society unveiled on Monday a new way for doctors and patients to evaluate different treatments — one that pointedly includes a medicine’s cost as well as its effectiveness and side effects.",cancer,"Cancer Doctors Offer Way to Compare Medicines, Including by Cost",4380.0,1073.0,,
4381,"After being nursed and handed over, the baby’s wails rise to a tremolo, but I am determined to give my exhausted daughter and son-in-law a respite on this wintry evening. Commiserating with the little guy’s discomfort — gas, indigestion, colic, ontological insecurity — I swaddle, burp, bink, then cradle him in my arms. I begin walking around the house, swinging and swaying while cooing in soothing cadences: “Yes, darling boy, another one bites the dust, another one bites the dust.” ",cancer,Living With Cancer: Arrivals and Departures,4381.0,1074.0,,
4382,A food safety journal has decided to retract a paper that seemed to show that genetically modified corn and the herbicide Roundup can cause cancer and premature death in rats. ,cancer,Paper Tying Rat Cancer to Herbicide Is Retracted,4382.0,1075.0,,
4383,"New cancer drugs are approved in just six months on average in the United States, half the time it takes for the same drugs to be approved in Europe, a new report finds.",cancer,Perceptions: Cancer Drugs Get on a Faster Track in U.S.,4383.0,1076.0,,
4384,"An experimental vaccine has proved highly effective at preventing cervical cancer in a two-year study involving more than 12,000 women, researchers reported today.",cancer,Cervical Cancer Vaccine Is Found Effective,4384.0,1077.0,,
4385,"I WANT to see the tobacco industry brought to its knees,'' said Dr. William G. Cahan, a cancer surgeon at Memorial Sloan-Kettering Cancer Center and an anti-smoking advocate. ''I want to see the lies of these pudgy-fingered 'tobcos,' their callousness and indifference to the havoc they have caused and continue to cause exposed.''",cancer,Cancer Doctor Fights Smoking,4385.0,1078.0,,
4386,Defense Secretary Ashton B. Carter described main objectives of the United States’ military campaign in Iraq and Syria against the Islamic State.,cancer,Carter Compares ISIS to a Cancer,4386.0,1079.0,,
4387,"The Starr Foundation, one of the country’s largest philanthropies, pledged $100 million yesterday to cancer research involving collaboration among four institutions in New York and one in Massachusetts.",cancer,A Donation of $100 Million to Promote Cancer Research,4387.0,1080.0,,
4388,"In April 2010, we asked Well readers to share their stories of cancer survival. Over the following weeks and months, more than 1,150 people submitted their photos and stories, creating an inspiring collage of the life that is possible after cancer.",cancer,A Picture Collage of Life After Cancer,4388.0,1081.0,,
4389,"As a cancer patient whose life has been miraculously extended by a clinical trial, I was shocked by Charles Piller’s Dec. 13 essay “Law Ignored, Patients at Risk” in STAT News on lapses in reporting the results of such trials. My first response was to ask: Is he a reputable journalist? Is the online venue in which the article appears legit? When the answer to each of these questions came back a resounding yes, I began worrying that cancer doctors and patients have been imperiled by irresponsible researchers.",cancer,Living With Cancer: A Broken Covenant With Patients,4389.0,1082.0,,
4390,"If you read just one newspaper article this weekend, I recommend David Kirkpatrick's piece in Sunday's Times. The brief summary:",cancer,The Prostate Cancer Test: An Update,4390.0,1083.0,,
4391,A new study of women with the earliest form of breast cancer offers clues into which patients may need aggressive therapy and who can be spared unnecessary treatment.,cancer,Clues for Personalizing Breast Cancer Treatment,4391.0,1084.0,,
4392,"A new drug being developed by Sanofi-Aventis extended the lives of men with advanced prostate cancer in a clinical trial and could become a new last-ditch treatment, researchers reported Wednesday. ",cancer,Positive Test for Sanofi Prostate Cancer Drug,4392.0,1085.0,,
4393,A new study testing B vitamins and omega-3 fatty acids for cancer prevention has found no beneficial effect and — at least for women — some possibility of harm.,cancer,Regimens: No Cancer Benefits Seen in Supplements,4393.0,1086.0,,
4394,"A hostile letter from a reader made me stop and think about the torments of waiting that cancer patients endure: waiting for a doctor, waiting for radiation, waiting for the delivery of chemotherapy drugs, waiting through interminable infusions or transfusions, waiting for a scan or a biopsy, waiting for the results of a scan or a biopsy, waiting (sometimes starved and unclothed on a gurney in a hall) for surgery. ",cancer,Living With Cancer: Hurry Up and Wait,4394.0,1087.0,,
4395,This has been a bad year for proponents of early detection of breast cancer. Not only have we seen debates about the effectiveness of mammography but last week a study published in The Journal of the National Cancer Institute found that breast self-examination did not prevent deaths from breast cancer.,cancer,Detecting Breast Cancer Before It Starts,4395.0,1088.0,,
4396,"BALTIMORE — The room lights were dimmed, and all eyes turned to the grainy pictures on a pair of overhead monitors in a small room at Johns Hopkins Hospital.",cancer,Trading a lethal form of cancer for diabetes,4396.0,1089.0,,
4397,"In an example of the dangers of untested and unregulated herbal products, doctors are reporting that a Chinese herb, already linked to kidney failure, may cause cancer as well.",cancer,Chinese Herb Is Suspected in Cancer,4397.0,1090.0,,
4398,"The use of cancer drugs is expanding, and the price is soaring  some individual drugs cost thousands of dollars a month. To the extent that patients benefit, the expense is often justified. But there are worries that the nation is spending much more than is warranted. ",cancer,Medicare and ‘Off-Label’ Cancer Drugs,4398.0,1091.0,,
4399,"A building on the University of California, San Diego, campus is being blamed for a cluster of breast cancer cases, raising new questions about the risks of exposure to electromagnetic fields.",cancer,Campus Building Blamed for Cancer Cluster,4399.0,1092.0,,
4400, The links will spawn new windows . ,cancer,Women's Health Resources: Breast Cancer,4400.0,1093.0,,
4401,The debate about cellphone safety was reignited yet again last week when a panel of the World Heath Organization declared that it was “possible” the phones could cause cancer.,cancer,Piercing the Fog Around Cellphones and Cancer,4401.0,1094.0,,
4402,"AN epidemic is raging in this country, and no one seems to be paying much attention to it. It is an epidemic of lung cancer in women.",cancer,A Fatal Shift in Cancer's Gender Gap,4402.0,1095.0,,
4403,"Before there was Betty Ford, the outspoken first lady who brought breast cancer awareness to the wider public, there was Babette Rosmond, a diminutive New York City writer and editor who went public with her diagnosis of breast cancer 40 years ago, three and a half years before the first lady. If Mrs. Ford is remembered for her grace and honesty, we should remember Ms. Rosmond for her courage and persistence. What Ms. Rosmond demanded of her doctors — the right to choose her cancer treatment — is now the minimum that cancer patients deserve.",cancer,The Right to Choose Your Cancer Treatment,4403.0,1096.0,,
4404," Justice Ruth Bader Ginsburg underwent surgery at the Memorial Sloan-Kettering Cancer Center in New York on Thursday for what was apparently early-stage pancreatic cancer, according to a statement released by the Supreme Court. ",cancer,Ginsburg Has Surgery for Pancreatic Cancer,4404.0,1097.0,,
4405,"“I’m scheduling your orchiectomy in two days,” my oncologist told me, only minutes after handing me a diagnosis of testicular cancer. With that, he added a new word to my vocabulary: “Or·chi·ec·to·my: Excision of one or both testicles. Castration.” ",cancer,"Young, Gay and Blaming Myself for Cancer",4405.0,1098.0,,
4406,Lung cancer is such a remorseless killer that any gain against it is reason for applause. That is why the latest news about startling improvements in treating early-stage victims of the most common form of lung cancer is especially heartening.,cancer,Better Odds for Lung Cancer Victims,4406.0,1099.0,,
4407,THIS is a scary story with a happy ending. So far.,cancer,"Fighting Cancer, and the Bean-Counters",4407.0,1100.0,,
4408,"Addressing a major unknown in the longstanding debate over mammograms, a new study sponsored by the National Cancer Institute found that the screening test contributed to a pronounced drop in the death rate from breast cancer.",cancer,Mammograms Validated as Key In Cancer Fight,4408.0,1101.0,,
4409,"Mayor Rudolph W. Giuliani had radioactive seeds implanted in his prostate gland early yesterday at Mount Sinai Medical Center, then appeared six hours later at a news conference with the relief and good humor of a patient who had gone through a cancer treatment that was not as bad as he had feared.",cancer,MAYOR UNDERGOES CANCER TREATMENT,4409.0,1102.0,,
4410,"Many people associate palliative care with hospice care, but medical professionals are offering it to children and adolescents living with cancer as well as to those dying from it.",cancer,"For Kids With Cancer, Focusing on Quality of Life",4410.0,1103.0,,
4411,"Lynsey Addario, a contract photographer for The New York Times, went to Uganda in July on assignment with Denise Grady, who was pursuing a story about early cancer detection and treatment in Uganda. An interactive feature, where you can share your own stories about surviving breast cancer or stories about someone you know who has or had breast cancer, is viewable here, and Ms. Grady’s story appears in Wednesday’s paper. Ms. Addario, reached via phone from London, where she lives, spoke with James Estrin. Their conversation has been edited.",cancer,Breast Cancer as Death Sentence in Uganda,4411.0,1104.0,,
4412,"MaryBeth Zea of Little Falls, Minn., was only 28, married but childless, when breast cancer struck in 1988. The surgeon who performed her mastectomy told her that because her cancer was not hormone-sensitive, pregnancy would probably not make much difference to her chances of a recurrence. He told her that pregnancy was a personal choice.",cancer,Cancer and Childbirth: Mutually Exclusive No Longer,4412.0,1105.0,,
4413,"Elliot was 83 when a routine checkup that included a digital rectal exam suggested prostate cancer. A biopsy then revealed that he had an aggressive form of the disease. His doctor recommended treatment despite Elliot’s age and several existing problems, including mild cases of high blood pressure, Type 2 diabetes, depression and angina, all of which were being treated with medication.",cancer,No Single Path for Cancer Care in Elderly,4413.0,1106.0,,
4414,"Married cancer patients live longer than single ones, presumably because they have a built-in support system, are more likely to stick to their treatment regimens, and may even be in better health to begin with. But among single patients, those who are separated at the time of diagnosis have the worst life expectancy, a new study reports.",cancer,Patterns: Cancer Is Hardest on Separated Patients,4414.0,1107.0,,
4415,THE FACTS ,cancer,The Claim: Grapefruit Can Increase the Risk of Breast Cancer,4415.0,1108.0,,
4416,"On a hot July day last summer, I was lying on the beach at Coney Island with my younger brother when he noticed a dark mole on the back of my arm. “You should really get that checked at the dermatologist,” he said in a worried tone.",cancer,Skin Cancer on the Rise in Young Women,4416.0,1109.0,,
4417,"In January, 2011, I wrote a piece, “Behind Toxic Headlines,” examining a burst of overwrought news coverage of a study finding traces of synthetic chemicals in blood and tissue samples from pregnant women.",cancer,"Meat, Cancer, Fear and Carcinogenic Headlines",4417.0,1110.0,,
4418,"Women who gain weight shortly before or after menopause may increase their risk for breast cancer, a new study suggests, but losing weight after menopause may decrease their risk.",cancer,"Linking Menopause, Weight and Breast Cancer",4418.0,1111.0,,
4419,"For the first time, researchers have decoded all the genes of a person with cancer and found a set of mutations that may have caused the disease or aided its progression. ",cancer,Scientists Decode Set of Cancer Genes,4419.0,1112.0,,
4420,"For the last decade cancer research has been guided by a common vision of how a single cell, outcompeting its neighbors, evolves into a malignant tumor.",cancer,Cancer’s Secrets Come Into Sharper Focus,4420.0,1113.0,,
4421,"Children who undergo chemotherapy treatments for cancer have an increased risk of developing early heart disease, a new study suggests.",cancer,Childhood Cancer Tied to Heart Risks,4421.0,1114.0,,
4422,"Dr. George E. Moore, a versatile cancer researcher who found an early association between chewing tobacco and mouth cancer while directing the Roswell Park Cancer Institute, a state-financed research center in Buffalo, died on May 19 in Evergreen, Colo. He was 88 and lived in Conifer, Colo.",cancer,"George E. Moore, 88, Cancer Researcher, Is Dead",4422.0,1115.0,,
4423,"Confronting a new diagnosis can be frightening — and because research changes so often, confusing. Here are some questions you may not think to ask your doctor, along with notes on why they’re important.",cancer,What to Ask About Lung Cancer,4423.0,1116.0,,
4424,A new study suggests that having many siblings may increase the risk for certain stomach cancers and that younger siblings may be more at risk than older ones.,cancer,At Risk: Some Cancers May Be Tied to Family Size,4424.0,1117.0,,
4425,"The vigilant man who has taken care of me for five years of cancer treatment slipped on a step three days ago. It was like seeing an eagle shot down. He had to have the tendon in his left knee repaired. Hunched on a chair in our kitchen, he glares at me like a wild thing trapped. ",cancer,Living With Cancer: Becoming a Caregiver,4425.0,1118.0,,
4426,A new study on the artificial sweetener aspartame may make diet soda lovers breathe a little easier.,cancer,Study Finds No Cancer Link to Sweetener,4426.0,1119.0,,
4427,"CLEMSON, S.C. — Clemson Coach Oliver Purnell and his wife, Vicky, presented a $100,000 check to the Coaches vs. Cancer on the floor of Littlejohn Coliseum before a 78-68 loss to undefeated Wake Forest on Saturday.",cancer,Clemson Coach Reflects on Cancer’s Reach,4427.0,1120.0,,
4428,"ATLANTIC CITY — Successful trials of a blood test to detect cancer were reported here yesterday [April 14] by a U.S. Public Health Service doctor. The test, which depends on labeling red blood cells with a radioactive isotope, was given to 79 subjects. It should cost less than $10 to administer, according to Dr. John M. Vogel, of San Francisco, who has been testing it. Dr. Vogel reported the results of the cancer test before a session of the Federation of American Societies for Experimental Biology. — New York Herald Tribune, European Edition, April 16, 1965.",cancer,1965: Blood Test for Cancer Is Cited,4428.0,1121.0,,
4429,"People whose faces turn red when they drink alcohol may be facing more than embarrassment. The flushing may indicate an increased risk for a deadly throat cancer, researchers report.",cancer,Drinkers’ Red Face May Signal Cancer Risk,4429.0,1122.0,,
4430,"Hormone treatment after menopause, already known to increase the risk of breast cancer, also makes it more likely that the cancer will be advanced and deadly, a study finds.",cancer,Breast Cancer Seen as Riskier With Hormone,4430.0,1123.0,,
4431,Death so often seems senseless  except on television. ,cancer,"It’s Hello Cancer, Goodbye Inhibitions",4431.0,1124.0,,
4432,"Enthusiasm for cancer immunotherapy is soaring, and so is Arie Belldegrun’s fortune.",cancer,Harnessing the U.S. Taxpayer to Fight Cancer and Make Profits,4432.0,1125.0,,
4433,Tom Glavine played host to several children with cancer yesterday at the Mets-Padres game at Shea Stadium and disclosed how he has helped to make fighting the disease a priority in the Commissioner's Initiative for Kids Program.,cancer,Glavine Helps Fight Pediatric Cancer,4433.0,1126.0,,
4434,Oncology nurse Theresa Brown is a regular contributor to the Well blog.,cancer,Treatment for Cancer Might Kill You,4434.0,1127.0,,
4435,"This week in my Shifting Careers column, I wrote about businesses that owe their existence to their founders’ experiences with breast cancer. Most entrepreneurs start a business because they want to take control of their lives or solve a problem, and that was the case with all of the women I talked to for this story. Some, like Banu Ozden and Rachel Troxell, were far from putting their cancer behind them. Yet they choose to spend their days working on something that they believe will make life easier for others battling illness.",cancer,Businesses and Blogs in Breast Cancer’s Wake,4435.0,1128.0,,
4436,,cancer,2nd look at prostate cancer test,4436.0,1129.0,,
4437,"The nearly 240,000 men in the United States who will learn they have prostate cancer this year have one more thing to worry about: Are their doctors making treatment decisions on the basis of money as much as medicine? ",cancer,Profit and Questions on Prostate Cancer Therapy,4437.0,1130.0,,
4438,"Justice Ruth Bader Ginsburg underwent surgery at the Memorial Sloan-Kettering Cancer Center in New York on Thursday for what was apparently early-stage pancreatic cancer, according to a statement released by the Supreme Court.",cancer,Ginsburg has surgery for pancreatic cancer,4438.0,1131.0,,
4439,"More than 7 percent of cancer cases in the United States are attributable to excess body weight, a new study reports.",cancer,Excess Weight Contributes to More Than 7 Percent of Cancers,4439.0,1132.0,,
4440,"Scientists have discovered a previously unknown virus and strongly linked it with the most aggressive form of skin cancer, they reported in a scientific journal on Thursday.",cancer,Virus Is Linked to a Powerful Skin Cancer,4440.0,1133.0,,
4441,Ten thousand dollars once seemed a lot to pay for a few months' supply of a drug.,cancer,"Cancer Drugs Offer Hope, butat a Huge Expense",4441.0,1134.0,,
4442,"Even a small amount of exercise -- as little as three hours of walking a week -- significantly extends survival among breast cancer patients, a study in the May 25 issue of The Journal of the American Medical Association has found.",cancer,Regimens: Another Stride Against Cancer,4442.0,1135.0,,
4443,"This past weekend, the N.F.L. swirled pink into their sweat bands and quarterback hats, shoes and jerseys to raise awareness of breast cancer.",cancer,High School Raises Cancer Awareness,4443.0,1136.0,,
4444,A survey of 500 cancer survivors found that more than half of them delayed seeking treatment for two months or more despite having symptoms of their disease.,cancer,Fear and Procrastination Delay Cancer Diagnoses,4444.0,1137.0,,
4445,"After a Long Island advocate for breast cancer research was quoted as saying she was sorry she made a commercial criticizing Senator John McCain's votes on research programs, Gov. George E. Pataki's office released a letter last night from the woman defending her involvement in electoral politics.",cancer,Breast Cancer and Politics II,4445.0,1138.0,,
4446,"The Environmental Protection Agency’s revised rule on arsenic contamination in drinking water has resulted in fewer lung, bladder and skin cancers.",cancer,Arsenic Reductions in Drinking Water Tied to Fewer Cancer Deaths,4446.0,1139.0,,
4447,GlaxoSmithKline won permission yesterday from the Food and Drug Administration to sell a tumor-growth inhibitor called Tykerb to treat breast cancer.,cancer,F.D.A. Approves Glaxo Cancer Drug,4447.0,1140.0,,
4448,"I first met my patient, a man in his late 80s, in 2012, when he had been living with myelodysplastic syndromes, a form of bone marrow cancer, for five years — longer than the average survival for those diagnosed with the condition. He was a former high school math teacher who was unerringly precise about his laboratory values. He also had a spark to him that no cancer could extinguish.",cancer,A ‘Sentimental Journey’ in the Cancer Clinic,4448.0,1141.0,,
4449,"In a marriage of the nation's two largest cancer-management companies, American Oncology Resources Inc. has agreed to acquire Physician Reliance Network Inc. for $655 million plus assumed debt of $60 million. The combined company will have exclusive contracts with 700 oncologists and other cancer specialists, or more than 9 percent of the 7,500 cancer physicians in the country. The combined company will be based in Houston. Under the agreement, each Physician Reliance share will be exchanged for 0.94 share of American Oncology. Shareholders of each company will own about 50 percent of the company.",cancer,LARGEST CANCER-MANAGEMENT COMPANIES TO MERGE,4449.0,1142.0,,
4450,"Long-term use of aspirin was linked to an increased risk of pancreatic cancer in an 18-year study of more than 88,000 women, researchers reported yesterday.",cancer,Long Aspirin Use Tied to a Cancer,4450.0,1143.0,,
4451,"A Princeton, N.J., biotechnology company, Medarex, said it had begun clinical trials of a drug to treat prostate cancer only 12 months after identifying the target in the body on which the drug will act. It usually takes several years to formulate a drug and test it on animals before starting trials in people. Medarex's unusual speed stems from its use of genetically altered mice that can produce human antibodies in as little as two to three months. The antibody, which then is tested in animals, is used as the drug. Shares of Medarex rose $5.94, to $88.31. Andrew Pollack",cancer,FAST TRACK FOR CANCER DRUG,4451.0,1144.0,,
4452,"Senator John McCain of Arizona sailed through five and a half hours of surgery for two malignant melanomas today without complications and with no immediate indication that the cancer had spread, his doctors said.",cancer,No Complications in McCain Cancer Surgery,4452.0,1145.0,,
4453, The links will spawn new windows. ,cancer,Men's Health Resources: Colorectal Cancer,4453.0,1146.0,,
4454,"Each October, Madison Avenue not only thinks pink, it turns pink, as marketers seek to show how much they support the fight against breast cancer. Products are re-dressed in pink packaging, appliances are sold with pink tints, pink ribbons festoon apparel and some newspapers even tint their pages pink.",cancer,Fight Breast Cancer? I’ll Drink to That,4454.0,1147.0,,
4455, The links will spawn new windows . ,cancer,Women's Health Resources: Ovarian Cancer,4455.0,1148.0,,
